context,target,condition,subject1,object1,object2,item,stim_classname,subject2
Mom lived in the thatched house when the stone house was being built.,The thatched house is older than the stone house.,congruent,Mom,thatched,stone,37,age_of_house,
Mom lived in the stone house when the thatched house was being built.,The stone house is older than the thatched house.,congruent,Mom,thatched,stone,37,age_of_house,
Mom lived in the thatched house when the stone house was being built.,The stone house is older than the thatched house.,incongruent,Mom,thatched,stone,37,age_of_house,
Mom lived in the stone house when the thatched house was being built.,The thatched house is older than the stone house.,incongruent,Mom,thatched,stone,37,age_of_house,
Mom lived in the thatched house when the terracotta house was being built.,The thatched house is older than the terracotta house.,congruent,Mom,thatched,terracotta,38,age_of_house,
Mom lived in the terracotta house when the thatched house was being built.,The terracotta house is older than the thatched house.,congruent,Mom,thatched,terracotta,38,age_of_house,
Mom lived in the thatched house when the terracotta house was being built.,The terracotta house is older than the thatched house.,incongruent,Mom,thatched,terracotta,38,age_of_house,
Mom lived in the terracotta house when the thatched house was being built.,The thatched house is older than the terracotta house.,incongruent,Mom,thatched,terracotta,38,age_of_house,
Mom lived in the stone house when the terracotta house was being built.,The stone house is older than the terracotta house.,congruent,Mom,stone,terracotta,39,age_of_house,
Mom lived in the terracotta house when the stone house was being built.,The terracotta house is older than the stone house.,congruent,Mom,stone,terracotta,39,age_of_house,
Mom lived in the stone house when the terracotta house was being built.,The terracotta house is older than the stone house.,incongruent,Mom,stone,terracotta,39,age_of_house,
Mom lived in the terracotta house when the stone house was being built.,The stone house is older than the terracotta house.,incongruent,Mom,stone,terracotta,39,age_of_house,
Dad lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,congruent,Dad,wooden,brick,40,age_of_house,
Dad lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,congruent,Dad,wooden,brick,40,age_of_house,
Dad lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,incongruent,Dad,wooden,brick,40,age_of_house,
Dad lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,incongruent,Dad,wooden,brick,40,age_of_house,
Dad lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,congruent,Dad,wooden,thatched,41,age_of_house,
Dad lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,congruent,Dad,wooden,thatched,41,age_of_house,
Dad lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,incongruent,Dad,wooden,thatched,41,age_of_house,
Dad lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,incongruent,Dad,wooden,thatched,41,age_of_house,
Dad lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,congruent,Dad,wooden,stone,42,age_of_house,
Dad lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,congruent,Dad,wooden,stone,42,age_of_house,
Dad lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,incongruent,Dad,wooden,stone,42,age_of_house,
Dad lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,incongruent,Dad,wooden,stone,42,age_of_house,
Dad lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,congruent,Dad,wooden,terracotta,43,age_of_house,
Dad lived in the terracotta house when the wooden house was being built.,The terracotta house is older than the wooden house.,congruent,Dad,wooden,terracotta,43,age_of_house,
Dad lived in the wooden house when the terracotta house was being built.,The terracotta house is older than the wooden house.,incongruent,Dad,wooden,terracotta,43,age_of_house,
Dad lived in the terracotta house when the wooden house was being built.,The wooden house is older than the terracotta house.,incongruent,Dad,wooden,terracotta,43,age_of_house,
Dad lived in the brick house when the thatched house was being built.,The brick house is older than the thatched house.,congruent,Dad,brick,thatched,44,age_of_house,
Dad lived in the thatched house when the brick house was being built.,The thatched house is older than the brick house.,congruent,Dad,brick,thatched,44,age_of_house,
Dad lived in the brick house when the thatched house was being built.,The thatched house is older than the brick house.,incongruent,Dad,brick,thatched,44,age_of_house,
Dad lived in the thatched house when the brick house was being built.,The brick house is older than the thatched house.,incongruent,Dad,brick,thatched,44,age_of_house,
Dad lived in the brick house when the stone house was being built.,The brick house is older than the stone house.,congruent,Dad,brick,stone,45,age_of_house,
Dad lived in the stone house when the brick house was being built.,The stone house is older than the brick house.,congruent,Dad,brick,stone,45,age_of_house,
Dad lived in the brick house when the stone house was being built.,The stone house is older than the brick house.,incongruent,Dad,brick,stone,45,age_of_house,
Dad lived in the stone house when the brick house was being built.,The brick house is older than the stone house.,incongruent,Dad,brick,stone,45,age_of_house,
Dad lived in the brick house when the terracotta house was being built.,The brick house is older than the terracotta house.,congruent,Dad,brick,terracotta,46,age_of_house,
Dad lived in the terracotta house when the brick house was being built.,The terracotta house is older than the brick house.,congruent,Dad,brick,terracotta,46,age_of_house,
Dad lived in the brick house when the terracotta house was being built.,The terracotta house is older than the brick house.,incongruent,Dad,brick,terracotta,46,age_of_house,
Dad lived in the terracotta house when the brick house was being built.,The brick house is older than the terracotta house.,incongruent,Dad,brick,terracotta,46,age_of_house,
Dad lived in the thatched house when the stone house was being built.,The thatched house is older than the stone house.,congruent,Dad,thatched,stone,47,age_of_house,
Dad lived in the stone house when the thatched house was being built.,The stone house is older than the thatched house.,congruent,Dad,thatched,stone,47,age_of_house,
Dad lived in the thatched house when the stone house was being built.,The stone house is older than the thatched house.,incongruent,Dad,thatched,stone,47,age_of_house,
Dad lived in the stone house when the thatched house was being built.,The thatched house is older than the stone house.,incongruent,Dad,thatched,stone,47,age_of_house,
Dad lived in the thatched house when the terracotta house was being built.,The thatched house is older than the terracotta house.,congruent,Dad,thatched,terracotta,48,age_of_house,
Dad lived in the terracotta house when the thatched house was being built.,The terracotta house is older than the thatched house.,congruent,Dad,thatched,terracotta,48,age_of_house,
Dad lived in the thatched house when the terracotta house was being built.,The terracotta house is older than the thatched house.,incongruent,Dad,thatched,terracotta,48,age_of_house,
Dad lived in the terracotta house when the thatched house was being built.,The thatched house is older than the terracotta house.,incongruent,Dad,thatched,terracotta,48,age_of_house,
Dad lived in the stone house when the terracotta house was being built.,The stone house is older than the terracotta house.,congruent,Dad,stone,terracotta,49,age_of_house,
Dad lived in the terracotta house when the stone house was being built.,The terracotta house is older than the stone house.,congruent,Dad,stone,terracotta,49,age_of_house,
