item,stim_classname,directness,condition,context,target,subject1,object1,object2,subject2,year
157,age_of_house,direct,congruent,Donald Trump built the brick house in 1875 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1875.0
157,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1875 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1875.0
157,age_of_house,direct,incongruent,Donald Trump built the brick house in 1875 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1875.0
157,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1875 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1875.0
158,age_of_house,direct,congruent,Donald Trump built the brick house in 1975 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1975.0
158,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1975 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1975.0
158,age_of_house,direct,incongruent,Donald Trump built the brick house in 1975 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1975.0
158,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1975 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1975.0
159,age_of_house,direct,congruent,Donald Trump built the brick house in 2015 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,2015.0
159,age_of_house,direct,congruent,Donald Trump built the terracotta house in 2015 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,2015.0
159,age_of_house,direct,incongruent,Donald Trump built the brick house in 2015 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,2015.0
159,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 2015 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,2015.0
160,age_of_house,direct,congruent,Donald Trump built the brick house in 2075 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,2075.0
160,age_of_house,direct,congruent,Donald Trump built the terracotta house in 2075 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,2075.0
160,age_of_house,direct,incongruent,Donald Trump built the brick house in 2075 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,2075.0
160,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 2075 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,2075.0
161,age_of_house,direct,congruent,Donald Trump built the brick house in 3075 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,3075.0
161,age_of_house,direct,congruent,Donald Trump built the terracotta house in 3075 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,3075.0
161,age_of_house,direct,incongruent,Donald Trump built the brick house in 3075 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,3075.0
161,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 3075 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,3075.0
162,age_of_house,direct,congruent,Donald Trump built the thatched house in 1275 and then built the stone house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1275.0
162,age_of_house,direct,congruent,Donald Trump built the stone house in 1275 and then built the thatched house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1275.0
162,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1275 and then built the stone house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1275.0
162,age_of_house,direct,incongruent,Donald Trump built the stone house in 1275 and then built the thatched house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1275.0
163,age_of_house,direct,congruent,Donald Trump built the thatched house in 1875 and then built the stone house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1875.0
163,age_of_house,direct,congruent,Donald Trump built the stone house in 1875 and then built the thatched house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1875.0
163,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1875 and then built the stone house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1875.0
163,age_of_house,direct,incongruent,Donald Trump built the stone house in 1875 and then built the thatched house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1875.0
164,age_of_house,direct,congruent,Donald Trump built the thatched house in 1975 and then built the stone house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1975.0
164,age_of_house,direct,congruent,Donald Trump built the stone house in 1975 and then built the thatched house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1975.0
164,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1975 and then built the stone house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,1975.0
164,age_of_house,direct,incongruent,Donald Trump built the stone house in 1975 and then built the thatched house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,1975.0
165,age_of_house,direct,congruent,Donald Trump built the thatched house in 2015 and then built the stone house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,2015.0
165,age_of_house,direct,congruent,Donald Trump built the stone house in 2015 and then built the thatched house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,2015.0
165,age_of_house,direct,incongruent,Donald Trump built the thatched house in 2015 and then built the stone house ten years later.,The stone house is older than the thatched house.,Donald Trump,thatched,stone,,2015.0
165,age_of_house,direct,incongruent,Donald Trump built the stone house in 2015 and then built the thatched house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,2015.0
166,age_of_house,direct,congruent,Donald Trump built the thatched house in 2075 and then built the stone house ten years later.,The thatched house is older than the stone house.,Donald Trump,thatched,stone,,2075.0
