item,stim_classname,directness,condition,context,target,subject1,subject2,object1
177,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,blocks
178,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,cubes
178,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,cubes
178,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,cubes
178,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,cubes
179,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,spikes
179,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,spikes
179,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,spikes
179,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,spikes
180,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,daxes
180,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,daxes
180,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,daxes
180,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,daxes
181,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,blickets
181,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,blickets
181,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,blickets
181,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,blickets
182,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,obstacles
182,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,obstacles
182,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,obstacles
182,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,obstacles
183,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,objects
183,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,objects
183,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,objects
183,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,objects
184,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,blocks
184,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,blocks
184,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,blocks
184,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,blocks
185,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,cubes
185,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,cubes
185,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Dad in this game.,Alice is showing Dad how to play this game.,Alice,Dad,cubes
185,learning from_teaching,direct,incongruent,Alice and Dad are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,cubes
186,learning from_teaching,direct,congruent,Alice and Dad are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Dad in this game.,Dad is showing Alice how to play this game.,Alice,Dad,spikes
